job_title;company;descriptions;location;subcategory;type;salary;date_ingestion
IT Systems Manager (Tangerang);PT Esco Bintan Indonesia;"What's your expected monthly basic salary? How many years' experience do you have as an Information Technology Systems Manager? Which of the following languages ​​are you fluent in? How would you rate your English language skills? How much notice are you required to give your current employer? Are you available to travel for this role when required? Are you available to work outside your usual hours when required? (eg weekends, evenings, public holidays) Do you have a Bachelor Degree? Role descriptions Salary insights Tools to help you prepare for jobs
";South Tangerang;Management;full time;;19/06/2024
HR Systems Consultant;PT System Ever Indonesia;"Responsible for designing, analyzing, updating payroll Management & Calculation also updating regulations Responsible for requirements gathering, business process analysis and the synthesis of information gathered into a Business Application Responsible for analyzing and designing the improvements and upgrading the business process into a Business Application Software Design Design, develop, test and implement software solutions to meet the requirements Responsible to implement software as user's requirements, UAT & go live system, and maintenance Proactive maintenance and corrective action as Service Level Agreement (SLA) Work with sales do to product demonstration and Proof of Concept to clients Responsible for researching, evaluating and integrating new technologies into environments Age Max 35 Years Old Candidate must possess at least Bachelor's Degree Any discipline At least 3 Years of working experience in the related field Able to communicate with English both oral & written Having experiences in ERP (HR) Software Implementation : Organization, Employees, Time Management, Payroll, Reimbursement, Recruitment, Performance & Talent Management Strong Analytical Thinking Very good communication with clients and teamwork Fast learner and able to work with minimum guidance and supervision Good Presentation & able to convince clients Manage time and coordinate with clients and teamwork in tight schedule Experience in ERP/HR Data Migration & Do Testing SIT/UAT Experience in Project Implementation Proficiency in Microsoft Office and web presentation tools Having Good Communications Skills What monthly salary do you want ? How many years' experience do you have as a Systems Consultant? Are you willing to travel for this job when needed? Which languages ​​below do you speak fluently? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Network & System Administration;full time;IDR 17,000,000 – IDR 25,000,000 per month;19/06/2024
IT Systems Testing Engineer;BYD Indonesia;"Implement system enhancements and process automation to improve efficiency and streamline operations within the BYD Headquarters Management System platform Lead and execute IT projects related to the Pre-Sales System, ensuring timely delivery within budget and scope. Conduct feasibility studies and gather user requirements to inform project plans and system enhancements. Participate in user acceptance testing, system integration testing, and deployment planning to ensure successful project implementation. Provide first-level support for functional issues, analyze system problems, and propose solutions or countermeasures. Liaise with vendors to negotiate costs, manage project progress, and ensure timely delivery of services. Develop training materials and conduct training sessions for users on new system features and functionalities. Ensure that system enhancements and processes comply with relevant regulations and industry standards. Bachelor's degree in Computer Science or a related field. At least have 3 years of software testing experience or 2 years of app testing experience. Good Communication skills in English, Indonesian (written and verbal). Mandarin is plus Proficient in at least one scripting or programming language (eg, Python) with the ability to independently develop UI and API automation scripts. Expertise in using common testing tools like JMeter, Fiddler, Postman, or app testing tools like DDMS, Monkey, Fiddler. Familiarity with MySQL database and proficiency in SQL scripting. Knowledge of Unix/Linux operating systems, including proficiency in basic Linux commands and shell scripting. Strong analytical and problem-solving skills with the ability to troubleshoot complex technical issues. What's your expected monthly basic salary? How many years' experience do you have as a Testing Engineer? How would you rate your English language skills? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Engineering - Network;full time;;19/06/2024
SYSTEM SUPPORT;PT Asuransi Harta Aman Pratama Tbk;"
Role descriptions Salary insights Tools to help you prepare for jobs
";Greater Jakarta;Network & System Administration;full time;;19/06/2024
ERP System Administration Staff (Mandarin Speaker);PT Wook Global Technology;Carry out the order process and transfer goods to each branch. Receive goods into containers and recap the packing list. Create data reports on processing notes and orders that have not yet been processed to be sent to sales. As well as receiving reports from the warehouse. Carrying out monthly stock taking in the warehouse, conducting stock taking video calls and making reports on the stock taking carried out. Maximum age 35 years, minimum education D3/S1 equivalent. Speak Mandarin (Speaking, Listening, Reading and Writing). Mastering basic Microsoft Office (especially Excel). Have a minimum of 2 years experience in admin order fulfillment, Able to work in detail and thoroughly, and able to work deftly, and able to work within tight deadlines. Willing to be placed in Kapuk, West Jakarta Willing to work overtime and work on Saturdays. How would you rate your Chinese language skills? Do you have experience in administrative work? Which languages ​​below do you speak fluently?;West Jakarta;Network & System Administration;full time;;19/06/2024
IT Systems Consultant;PT Plaza Auto Prima;"Gather and analyze business requirements from various stakeholders, including management, users and development teams to design and describe clear and comprehensive system specifications Establish effective communication with the development team to ensure proper understanding of business requirements and design them Plan and manage the software development cycle , including gathering design analysis requirements, testing and launching as well as monitoring project progress Carrying out trials and verifying software development results Education Bachelor's Degree in Information Systems/Information Engineering/Computer Engineering with a minimum GPA of 3.00 Have a minimum of 5 years work experience related to business analysis (IT) Experience in the same position from the automotive industry is preferred Experience related to implementing and using Microsoft Dynamics 365 CRM & Finance (ERP) Mastering Business Analysis, Data Analysis, User Experience, Accounting, Finance, Sales and Marketing and Requirements Gathering Maximum age 30 years Willing placement in South Jakarta. Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Business/System Analyst;full time;;19/06/2024
Systems Engineer;PT Artajasa Electronic Payments;"Design, install, configure, and maintain servers and network systems. Monitor system performance and ensure the availability and reliability of IT infrastructure/Application. Troubleshoot and resolve hardware, software, and network issues in a timely manner. Implement and manage security measures to protect data and systems. Perform system backups and recovery operations to ensure data integrity. Collaborate with other IT team members to design and implement new solutions. Maintain documentation of systems, configurations, and procedures. Ensure compliance with company policies and industry standards. Provide technical support to internal users and address their IT-related queries and issues. Stay up-to-date with the latest technologies and industry trends to recommend and implement improvements. Bachelor's degree in Computer Science, Information Technology, or a related field. Proven experience as a Systems Engineer or in a similar role, preferably within the IT payment or financial services industry. Strong knowledge of server and network infrastructure, including Windows/Linux servers, virtualization (VMware, Hyper-V), and cloud platforms (AWS, Azure). Experience with network administration, including routers, switches, firewalls, and VPN. Proficiency in scripting languages ​​(eg, PowerShell, Bash) for automation. Solid understanding of cybersecurity principles and best practices. Excellent problem-solving skills and attention to detail. Strong communication and interpersonal skills. Ability to work independently and manage multiple tasks simultaneously. Relevant certifications (eg, MCSE, CCNA, RHCE) are a plus. Competitive salary Performance Bonuses Comprehensive benefits package, including private health insurance BPJS Health BPJS Employment Free Parking Opportunities for professional growth and development. A supportive and collaborative work environment. We have so many employee activities. What monthly salary do you want? Role descriptions Salary insights Tools to help you prepare for jobs
";South Tangerang;Network & System Administration;full time;;19/06/2024
Systems Analyst (WFO BANDUNG);PT Infokes Indonesia (Bandung);What's your expected monthly basic salary? How many years' experience do you have as a Product Executive? Are you available to work outside your usual hours when required? (eg weekends, evenings, public holidays) Have you worked in a role which requires a sound understanding of the software development lifecycle? How many years' experience do you have as a Product Officer?;Bandung;Business/System Analyst;full time;IDR 5,000,000 – IDR 7,000,000 per month;19/06/2024
IT System Support (JS - IT SS);OTO Group;"Identify, install, analyze and troubleshoot IT systems and infrastructure Provide solutions and resolve problems that arise in terms of applications, software and hardware that occur on the user's computer or server Provide IT knowledge training to users Maximum age 30 years D3 education/ S1 study program Informatics Engineering/Information Management/Computer Engineering Mastering Windows 2012-2019 Server & Active Directory Mastering Windows 10-11 & Windows Powershell Mastering Internetworking, TCP/IP, LAN, WAN Understanding and Understanding SDWAN & WAN Optimizer Concepts Mastering Endpoint Security & Antivirus System Mastering Endpoint Management & Mobile Device Management Mastering Experienced with NAS, Backup & Replication Understands and understands Virtualization and Linux Has experience in Basic Administration SQL DB 2012-2016 Experienced in the same field min. 3 years Willing to be assigned and placed outside the area Willing to work Shifting Basic Salary Attendance & Position Allowance Health Insurance BPJS Employment and Health THR and Bonus* Career Path What's your expected monthly basic salary? How many years' experience do you have as an Information Technology Systems Support Role? How much notice are you required to give your current employer? Are you available to travel for this role when required? Are you willing to undergo a pre-employment background check? Role descriptions Salary insights Tools to help you prepare for jobs
";Greater Jakarta;Help Desk & IT Support;full time;;19/06/2024
CCTV & Access Door Engineer;PT Xpert Technology Innovation;SMU/Diploma/S1 Telecommunication and Information technology 1 year experience as field engineer for CCTV & Access Door System especially Honeywell CCTV, HID access door, etc. Willing to work outside Jakarta if needed Highly motivated, fast learner, high integrity, committed and responsible person Doing laying new cable for CCTV & Access Door system Setting & Installation Switch, NVR, and Router Installation access door system including reader, controller and accessories Installation fire alarm system Installation UPS Installation software access door system Installation TV monitor for CCTV display Installation Videotron What monthly salary do you want?;South Jakarta;Engineering - Network;full time;IDR 4,500,000 – IDR 6,000,000 per month;19/06/2024
IT Functional (For TRS Group);PT Tigaraksa Satria, Tbk;"Bachelor of Information Systems. Have Min 2 Years in IT Functional Support. Familiar Process Warehouse Management System (WMS), Transport Management System (TMS), Sales & Distribution System (Supply Chain Management). Familiar With SQL Query Understand Integration With Txt, CSV, FTP, API and Etc. Commitment with integrity, problem solving, analytical thinking & good communication Willing to Work in Shift Placement in Klapanunggal, Cileungsi Analyze System incident raised by user, perform root cause analysis and investigate solutions. Inform user and/or first level support regarding solutions. Facilitate the implementation, roll outs and support including Training users. Ensure data quality, compliance, and consistency of data Gather user requirements and performances analysis, designing, functional design, configuration, testing, UAT and implementation system (Documentation Form) What's your expected monthly basic salary? How much notice are you required to give your current employer? Are you available to work outside your usual hours when required? (eg weekends, evenings, public holidays) Role descriptions Salary insights Tools to help you prepare for jobs
";Bogor Regency;Management;full time;;19/06/2024
Product Manager IoT and Automation Systems;Dexa Group;Create architectural designs for each IT solution to produce robust applications Create and carry out process design, system design, database design for each IT solution Act as a Project Manager in building IT solutions Ensure that the resulting / existing IT solutions run and function well (errors) free) and in accordance with the designation that has been determined. Work together with the Resource Deployment Manager, Developer Team and/or vendor to build/improve the agreed IT solution. Ensure the utilization of existing IT solutions used by all relevant users. Bachelor of Information Engineering or Bachelor of Engineering Electrical / Mechatronics Minimum 5 years experience as Project Manager / Product Manager for IT solution area Digital Transformation, Automation Systems and Internet of Things Familiar with manufacturing business processes Having experience as Project Manager for IT solution area manufacturing is preferred Experienced in implementing Agile Methodology and Scrum Placement: Bintaro, South Tangerang What monthly salary do you want? How many years of work experience do you have as a product manager?;Tangerang;Product Management & Development;full time;;19/06/2024
Senior Systems Analyst;PT Mitra Transaction Indonesia;How many years do you have working experience as a systems analyst?;South Jakarta;Business/System Analyst;Casual;;19/06/2024
SYSTEM & INFORMATION SECURITY ANALYST;PT Graha Layar Prima;"Manage Data Centers and availability Manage Active Directory (user, replication) Manage Domain Controller (servers) Manage Server Storage Space (monitor, analyze, report, suggest) Manage Server OS Windows & Linux (maintain, analyze, report, suggest) Manage Cloud Server (maintain, analyze, report, suggest) Create & maintain System Documentation Manage Anti-Virus Server (maintain, analyze, report, suggest) Manage data center/server related projects Provide Level 2 Support Bachelor's degree in Computer Science, Information Technology, or related fields. 3-5 years of experience in a similar role. Proven experience in maintaining server and storage infrastructure, including hardware like HPE, DELL, NETAPP Advanced knowledge of Windows and Linux operating systems (Redhat, Debian, Ubuntu). Understanding Windows Server, Redhat, Debian, Ubuntu Server Understanding Domain Controller Monitoring All Server Resources, Ram Consumption, and Storage Monitoring and maintaining antivirus server Create / Edit policy, in Windows Server Active Directory Familiar with various hardware components. Strong problem-solving skills and attention to detail. Ability to work independently and as part of a team What's your expected monthly basic salary? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Security;full time;;19/06/2024
IT Systems Engineer - Data Center;OTO Group;"Providing, maintaining and developing IT infrastructure, especially related to server hardware & server software to increase the efficiency and effectiveness of company information technology. Maximum age 30 years. Education Bachelor's degree in Informatics Engineering/Information Management/Computer Engineering. Mastering AD Windows 2016-2019. Mastering Messaging and Proxy Server. Mastering Internetworking and TCP/IP Mastering Backup Systems Having experience in Basic Administration SQL 2016/2019 Mastering Anti Virus Systems Mastering Windows Server 2008-2012 and IIS Web Server Understanding Storage Area Network (SAN) Having MCP certification (Microsoft Certified Professional) Having MCSE certification ( Microsoft Certified System Engineer) Understand End Point Security Understand and master Virtualization and VMWARE Experienced in the same field for at least 2 years What's your expected monthly basic salary? Are you available to work outside your usual hours when required? (eg weekends, evenings, public holidays) How many years' experience do you have as an Information Technology Systems Engineer? Are you willing to undergo a pre-employment background check? How many years' experience do you have as a systems engineer? How many years' experience do you have as a SQL Server Integration Services Developer? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Network & System Administration;full time;;19/06/2024
Systems Analyst;PT Lentera Bangsa Benderang;What's your expected monthly basic salary? How many years' experience do you have as a systems analyst? Which of the following programming languages ​​are you experienced in? Which of the following Relational Database Management Systems (RDBMS) are you experienced with?;West Jakarta;Business/System Analyst;Contract;;19/06/2024
Systems Analyst;PT Pro Sigmaka Mandiri;Candidate must possess at least Bachelor's Degree Experienced in the same field for 2 years Experienced in System Analyst Role Updated in latest information technologies and its advancement Having deep understanding on System Planning and Analysis Having a good understanding of the Manufacturing system is a plus Doing user requirements gathering To have a technical analysis of user requests in a project Create FSD and TSD documentation To review and create scenarios for SIT/ UAT according to the agreed process flow Maintain communication between team members stakeholders and also other teams in the project. Creating reports for management and/or stakeholders regularly. Propose improvement and innovation within the working process of the IT Digital Business Engineering team Closely collaborate with other teams to maintain the project deadline and team deliverables;Greater Jakarta;Business/System Analyst;Contract;;19/06/2024
Information Technology Systems;广东高义包装科技股份有限公司;"What's your expected monthly basic salary? How many years' experience do you have as an Information Technology Role? Which of the following languages ​​are you fluent in? Role descriptions Salary insights Tools to help you prepare for jobs
";Batam;Network & System Administration;full time;;19/06/2024
Supervisor Management Information System;PT. MULTI MEDIKA INTERNATIONAL, TBK;Male / Female Bachelor's degree in Information Technology, Computer Science, or related field. Experience in managing and maintaining MIS systems for at least 5 years. Strong understanding of data management principles and best practices. Proven leadership and team management skills. Good communication and interpersonal skills. Proficiency in database management, SQL, PHP, CSS, JavaScript, CodeIgniter and Laravel Frameworks. Develop and implement policies and procedures for data processing, system development, and operations. Manage and maintain server data also make good for security system of networking and company data. Evaluate, select, and implement appropriate hardware and software solutions to support MIS objectives. Oversee data security measures to protect sensitive information. Create and enforce IT policy procedures. Supervise a team of IT professionals, including analysts, programmers, and technicians. Contribute and implement organizational strategies by using technology. Ensure the smooth running of all IT systems, including networks, hardware, software, and data security. Schedule upgrades, backups, and maintenance for IT systems. Identify and mitigate IT risks, including security threats. Collaborate with various departments to understand their data needs and implement efficient data collection, storage, and retrieval processes. Daily, weekly, and monthly reports to the Board of Directors of PT. Multi Medika Internasional Tbk Willing to work under pressure How many years of work experience do you have using SQL queries? What Relational Database Management Systems (RDBMS) can you use? Which programming languages ​​below can you use? Which data analysis tools below can you use? How long did it take you to notify your current employer? Are you willing to travel for this job when needed? Which languages ​​below do you speak fluently? Do you have FMCG retail experience?;West Jakarta;Database Development & Administration;full time;;19/06/2024
Infrastructure Business Systems Analyst;PT Kamoro Maxima Integra;"Identify and analyze business requirements and integrate them with existing and new technical solutions. Collaborate with the IT team to design and implement network infrastructure and security solutions that meet business requirements and industry standards. Manage infrastructure and security-related projects from conception to execution, including setting timelines, monitoring progress, and ensuring compliance with budgets and specifications. Must be willing to travel to Papua every 3 months. Bachelor's degree in Information Technology, Computer Science, or a related field with minimum GPA 3.00. Minimum of 2 years' experience as a Business Analyst or Systems Analyst, with a specific focus on network and security infrastructure. Demonstrated experience in project management, including the ability to manage projects effectively and deliver results on time. Deep understanding of networking technologies, including TCP/IP, LAN/WAN, firewalls, routers, and VPN technologies. Expertise in information security systems and security standards such as ISO 27001, NIST, etc. Strong documentation skills, particularly with technical documentation tools such as Azure DevOps (ADO). Ability to maintain confidentiality and handle sensitive information responsibly. Proven analytical and technical problem-solving skills. Proficient in English communication (verbal and written). We offer very attractive salary and outstanding benefits. Most of our clients are multinational companies where you will be exposed to a large IT environment and valuable experience in international scale projects. You will always learn new things as our projects always adopt the latest technology and best practices available in the market. Last but not least, we offer a supportive and encouraging environment that puts the emphasis on teamwork. Here, your soft skills (professional relationships, character, attitude) will grow as fast as your technical skills. What's your expected monthly basic salary? How would you rate your English language skills? Are you available to travel for this role when required? How many years' experience do you have with project planning and scheduling? Role descriptions Salary insights Tools to help you prepare for jobs
";Greater Jakarta;Business/System Analyst;full time;;19/06/2024
Systems Analyst;PT. K-LINK INDONESIA;What's your expected monthly basic salary? How many years' experience do you have as a systems analyst? Which of the following programming languages ​​are you experienced in? How many years' experience do you have using SQL queries?;South Jakarta;Business/System Analyst;full time;IDR 6,000,000 – IDR 9,000,000 per month;19/06/2024
IT Systems Analyst;PT GLOBAL LOYALTY INDONESIA;"Bachelor degree from Information Systems or equivalent Experience minimum 2 years in Product Development or IT Business Analyst or IT System Analyst Skill Unified Modeling Language (UML) Skill PL/SQL Query, presentation, Communication, negotiation. Experience developing system design/ functionality document, use case, flow process/ activity diagram Knowledge relational and class diagram Problem solving, analytical and critical thinking, innovate & responsibility Experience with transactional projects How much monthly salary do you want? How many years' experience do you have as an Information Technology Systems Analyst? Role descriptions Salary insights Tools to help you prepare for jobs
";Tangerang;Business/System Analyst;Contract;;19/06/2024
IT - Systems Analyst;PT. Tonjoo Initiates Technology;"Have good technical knowledge in the field of application development (information systems, websites, mobile applications). Have experience involved in application development as an analyst, programmer or data analyst for at least 1 year of experience. Can create required project documentation including: ERD, UML, User Story. Mastering SQL queries to perform data processing. Able to work multitasking and under pressure with tight deadlines. Can communicate well with clients and project teams. Conduct system requirements analysis with output in the form of technical documents. Together with the PM, ensure that developers work according to the deadlines and specifications that have been determined. Ensure developers work according to predetermined deadlines and specifications. Report developer progress to PM & management regularly, both verbally and in writing. System Analyst analyzes project requirements. Create technical documents from project requirements. Coordination with PM, Coordination with developers. Carrying out research related to new technological developments, Conducting technological research. Helping developers in working on projects so that the project runs smoothly. What's your expected monthly basic salary? How many years' experience do you have as a systems analyst? How many years' experience do you have as an Information Technology Systems Analyst? Which of the following languages ​​are you fluent in? How many years' experience do you have using SQL queries? How would you rate your English language skills? Which of the following ERP products do you have experience using? Which of the following Microsoft Office products are you experienced with? Role descriptions Salary insights Tools to help you prepare for jobs
";Sleman;Business/System Analyst;full time;IDR 3,000,000 – IDR 4,000,000 per month;19/06/2024
Systems Analyst;PT Mulia Cemerlang Abadi Multi Industry;;Sukabumi;Business/System Analyst;full time;;19/06/2024
Systems Analyst;PT. Prima Vista Solutions;Bachelor Degree in Computer Science/related from reputable university with GPA > 3.00 Understanding SDLC especially from requirements up to System Design Phase Mastering software design/modeling of the following : Business Process Modeling Notation (BPMN), Unified Modeling Language (UML) Use Case Model , Activity Diagrams, Flow Charts, Sequence Diagrams, etc. Database Design: ER Modeling, Logical Database Mapping and Normalization User Interface Design Mastering software design tools (at least MS Visio) Proactive organizational skills, reliable, with high integrity and strong work ethic Eager to learn new things and committed to self-improvement Ability to keep a positive attitude in a fast-paced environment Professional appearance and attitude Strong logical, analytical, conceptual thinking and problem-solving skills, eye for detail and accuracy Adaptable and able to work independently as well as in a team Ablity to work with minimum supervision Good communication and interpersonal skills in both English and Bahasa Indonesia (written & spoken) At least 2 years experience as System Analyst is a must. What monthly salary do you want?;South Jakarta;Business/System Analyst;full time;IDR 8,000,000 – IDR 12,000,000 per month;19/06/2024
Senior Systems Analyst;PT. K-LINK INDONESIA;What's your expected monthly basic salary? How many years' experience do you have as a systems analyst? Which of the following programming languages ​​are you experienced in? How many years' experience do you have using SQL queries?;South Jakarta;Business/System Analyst;full time;IDR 10,000,000 – IDR 14,000,000 per month;19/06/2024
INFORMATION SYSTEM SUPPORT;Anonymous Advertiser;"Performs analysis and makes recommendations in areas that require a high level of technical competency Design data bases and dictionary criteria Performance a variety of complex programming tasks, such as designing, documenting and coding program logic Provides technical training, guidance and resource support for end users and department staff Provides application support and enhancements to existing applications. Define system requirements, priorities and variable alternatives. Coordinates the efforts of staff to locate, assess, install, test and maintain computer software systems. Coordinates conversions and upgrades to vendor systems. Performance as a project lead and directs system analyst. Provides leadership and coordination of project assigned to system analyst. In addition to all responsibilities of the system analyst position, assumes greater leadership role, utilizing broader knowledge and high level technical skills. Assists in developing user documentation and departmental policies and procedures that impact the use of application system Continues to develop professional skills in information systems and health care fields through trade magazines, manuals, seminars and courses. Assist syn training analyst staff. Perform complex senior system analyst duties on a regular and continuous basis. Performs other related duties as assigned. Minimum education Bachelor's Degree in Computer Science, Systems/Industrial Engineering, Business Administration or related field and two years of post-graduate studies. Minimum 2 year(s) experience in system analysis and/or programming required with project management or leadership responsibilities in manufacturing industries or trade companies. Must have the ability to exercise independent judgment in planning, organizing and performing system analyst tasks. Some independent judgment is required in setting priorities of tasks among multiple assigned projects. Must have ability to communicate, motivate and organize projects among a board spectrum of personal throughout the network frequently under deadline pressure Knowledge information systems, including some familiarity with financial/business applications, clinical applications, managed care applications, or al, sufficient to use and supports on-line, interactive applications based on equipment ranging from large scale minicomputers to microcomputers and to plan and perform medium to large scale computer projects. Having good knowledge about Structure Query Language (SQL) Developing or customizing module on ERP application (Preferably ERP Microsoft Dynamic Navision) Applicant must be willing to work in Central Jakarta. How many years' experience do you have as an Operations Support Role? Role descriptions Salary insights Tools to help you prepare for jobs
";Central Jakarta;Network & System Administration;full time;;19/06/2024
Systems Analyst;KSP Veranda Dana;What monthly salary do you want?;South Jakarta;Business/System Analyst;full time;IDR 5,000,000 – IDR 6,000,000 per month;19/06/2024
IT System Administration and General Affairs - for Direct Insurance Broker;PT Tri Dharma Protection;"What's your expected monthly basic salary? Which of the following languages ​​are you fluent in? How much notice are you required to give your current employer? How many years' experience do you have as a Technical Support Professional? How many years' experience do you have as a Microsoft 365 Administrator? How many years' experience do you have as a Purchasing and Office Support Officer? How many years' experience do you have as a Software Administrator? How many years' experience do you have as an Office Secretary? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Network & System Administration;full time;;19/06/2024
Systems Development;PT Sriboga Marugame Indonesia;"Assist System Application, ERP, Automation. Data warehouse, and System Interface. Lead Internal IT Project. Develop necessary software. Manage running / existing software. Min. Bachelor's Degree in Information Systems, IT, etc. At least 2 years experience in leading team. Preferably Experience in retail/ F&B industry Preferably Experience in ERP system Preferably Experience in developing B1 Preferably Experience as IT Project Lead Experience in Developing full product (desktop, web) Experience at least 1 life cycle project development / implementation Understand IT SDLC / Project method (waterfall , agile) Skills: Desktop Programming, Web Front-end & Back-end, Database & BI, and Project management. Understand design, development (MSQL, Azure DB, My SQL) Programing (desktop, web, mobile), front-end/back-end, visual studio (VB.net, Asp.net. Java, Php), Android studio (java , Kotlin). Which programming languages ​​below can you use? How do you rate your English skills? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Developer/Programmer;full time;;19/06/2024
Information Security and System Risk Controller Staff;PT Bank Resona Perdania;"To do risk identification, measurement, monitoring and controlling related to Information Technology. To do repairs and complete to the ""System Risk Management and Information Security"". To do monitoring and ensuring the effectiveness of run processes in developing and existing Information Technology, communication networks, information security, BCP (Business Continuity Plan), end user computing, electronic banking and the utilization of third party of Information Technology. To do coordination, guiding and directing system controller of each Division, Section, Branch and Sub-Branch also make reports or suggestions of repairs and avoid continuously to BOD. To monitor and supervise action plan from findings internal and external audit and assigned to Information Technology Development Section to settle based on target date. To monitor system projects, user requests and requests to vendors both internally and externally. To supervise internet and email usage and control for email attachments must be password protected which will be sent out with the email. Candidate must possess at least Bachelor's Degree in IT / Information Systems. Have experience in Banking Industry. Have good analytical thinking, problem solver and pro-active. Have good communication skills, leadership, able to work in tight deadlines. Depth knowledge in Information Security area, keep updated related Information Security issues. At least 3 Year(s) of working experience in the related field is required for this position. Placement : Head Office, Jakarta What's your expected monthly basic salary? Role descriptions Salary insights Tools to help you prepare for jobs
";Central Jakarta;Security;full time;;19/06/2024
IT System Requirement Analyst (JS - IT SRA);OTO Group;"Analyze company or user needs and create a system design that is relevant to those needs. Maximum age 32 years Minimum education Bachelor's degree in Informatics Engineering / Informatics Management / Computer Engineering Mastering basic Transact SQL script programming 2008 / 2012 Understanding Visual Studio .Net Programming; Understand the RDBMS (Relational Data Base Management System) concept Understand the process of identifying user needs Experienced in creating functional specifications Understand good testing methods for User Acceptance Test (UAT) Understand the impact analysis of existing systems on user needs Experience as a business analyst / system analyst at least 1 -2 years Career Path Basic Salary Attendance allowance BPJS Health Insurance Employment and health THR and Bonus What's your expected monthly basic salary? How many years' experience do you have as a Requirements Analyst? Which of the following languages ​​are you fluent in? How much notice are you required to give your current employer? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Business/System Analyst;full time;;19/06/2024
IT Systems Manager (Tangerang);PT Esco Bintan Indonesia;"What's your expected monthly basic salary? How many years' experience do you have as an Information Technology Systems Manager? Which of the following languages ​​are you fluent in? How would you rate your English language skills? How much notice are you required to give your current employer? Are you available to travel for this role when required? Are you available to work outside your usual hours when required? (eg weekends, evenings, public holidays) Do you have a Bachelor Degree? Role descriptions Salary insights Tools to help you prepare for jobs
";South Tangerang;Management;full time;;19/06/2024
HR Systems Consultant;PT System Ever Indonesia;"Responsible for designing, analyzing, updating payroll Management & Calculation also updating regulations Responsible for requirements gathering, business process analysis and the synthesis of information gathered into a Business Application Responsible for analyzing and designing the improvements and upgrading the business process into a Business Application Software Design Design, develop, test and implement software solutions to meet the requirements Responsible to implement software as user's requirements, UAT & go live system, and maintenance Proactive maintenance and corrective action as Service Level Agreement (SLA) Work with sales do to product demonstration and Proof of Concept to clients Responsible for researching, evaluating and integrating new technologies into environments Age Max 35 Years Old Candidate must possess at least Bachelor's Degree Any discipline At least 3 Years of working experience in the related field Able to communicate with English both oral & written Having experiences in ERP (HR) Software Implementation : Organization, Employees, Time Management, Payroll, Reimbursement, Recruitment, Performance & Talent Management Strong Analytical Thinking Very good communication with clients and teamwork Fast learner and able to work with minimum guidance and supervision Good Presentation & able to convince clients Manage time and coordinate with clients and teamwork in tight schedule Experience in ERP/HR Data Migration & Do Testing SIT/UAT Experience in Project Implementation Proficiency in Microsoft Office and web presentation tools Having Good Communications Skills What monthly salary do you want ? How many years' experience do you have as a Systems Consultant? Are you willing to travel for this job when needed? Which languages ​​below do you speak fluently? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Network & System Administration;full time;IDR 17,000,000 – IDR 25,000,000 per month;19/06/2024
IT Systems Testing Engineer;BYD Indonesia;"Implement system enhancements and process automation to improve efficiency and streamline operations within the BYD Headquarters Management System platform Lead and execute IT projects related to the Pre-Sales System, ensuring timely delivery within budget and scope. Conduct feasibility studies and gather user requirements to inform project plans and system enhancements. Participate in user acceptance testing, system integration testing, and deployment planning to ensure successful project implementation. Provide first-level support for functional issues, analyze system problems, and propose solutions or countermeasures. Liaise with vendors to negotiate costs, manage project progress, and ensure timely delivery of services. Develop training materials and conduct training sessions for users on new system features and functionalities. Ensure that system enhancements and processes comply with relevant regulations and industry standards. Bachelor's degree in Computer Science or a related field. At least have 3 years of software testing experience or 2 years of app testing experience. Good Communication skills in English, Indonesian (written and verbal). Mandarin is plus Proficient in at least one scripting or programming language (eg, Python) with the ability to independently develop UI and API automation scripts. Expertise in using common testing tools like JMeter, Fiddler, Postman, or app testing tools like DDMS, Monkey, Fiddler. Familiarity with MySQL database and proficiency in SQL scripting. Knowledge of Unix/Linux operating systems, including proficiency in basic Linux commands and shell scripting. Strong analytical and problem-solving skills with the ability to troubleshoot complex technical issues. What's your expected monthly basic salary? How many years' experience do you have as a Testing Engineer? How would you rate your English language skills? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Engineering - Network;full time;;19/06/2024
SYSTEM SUPPORT;PT Asuransi Harta Aman Pratama Tbk;"
Role descriptions Salary insights Tools to help you prepare for jobs
";Greater Jakarta;Network & System Administration;full time;;19/06/2024
